           S_ALK        S_I      S_ND       S_NH      S_NO       S_O        S_S      X_BA        X_BH        X_I       X_ND        X_P         X_S
t89          0.0        0.0       0.0        0.0       0.0       0.0        0.0  0.000028    0.001412    0.00056   0.000252   0.000002    0.001048
t90          0.0        0.0       0.0        0.0       0.0       0.0        0.0  0.000043    0.002157   0.000855   0.000385   0.000003    0.001601
t91          0.0        0.0       0.0        0.0       0.0       0.0        0.0  0.000065    0.003298   0.001306   0.000588   0.000005    0.002447
t92          0.0        0.0       0.0        0.0       0.0       0.0        0.0  0.000099    0.005001    0.00198   0.000892   0.000008    0.003708
t93          0.0        0.0       0.0        0.0       0.0       0.0        0.0  0.000147    0.007463   0.002952    0.00133   0.000012     0.00553
t94          0.0        0.0       0.0        0.0       0.0       0.0        0.0  0.000215     0.01091   0.004314   0.001943   0.000017     0.00808
t95          0.0        0.0       0.0        0.0       0.0       0.0        0.0  0.000316    0.016074   0.006353    0.00286   0.000026    0.011899
t96          0.0        0.0       0.0        0.0       0.0       0.0        0.0  0.000482    0.024491   0.009674   0.004355    0.00004    0.018119
t97          0.0        0.0       0.0        0.0       0.0       0.0        0.0  0.000749    0.038103   0.015044   0.006771   0.000063    0.028176
t98          0.0        0.0       0.0        0.0       0.0       0.0        0.0  0.001163    0.059175   0.023352   0.010508   0.000098    0.043735
t99          0.0        0.0       0.0        0.0       0.0       0.0        0.0  0.001771    0.090162   0.035562      0.016   0.000151    0.066603
t100         0.0        0.0       0.0        0.0       0.0       0.0        0.0  0.002622    0.133562   0.052654   0.023686   0.000227    0.098612
t101         0.0        0.0       0.0        0.0       0.0       0.0        0.0  0.003764    0.191784   0.075569   0.033988   0.000329    0.141526
t102         0.0        0.0       0.0        0.0       0.0       0.0        0.0  0.005238    0.267037   0.105168   0.047293   0.000462    0.196958
t103         0.0        0.0       0.0        0.0       0.0       0.0        0.0  0.008136    0.415022   0.163367   0.073453   0.000725    0.305951
t104         0.0        0.0       0.0        0.0       0.0       0.0        0.0   0.01331    0.679338   0.267279   0.120154   0.001198    0.500549
t105         0.0        0.0       0.0        0.0       0.0       0.0        0.0  0.021319    1.088689   0.428121    0.19243   0.001938    0.801763
t106         0.0        0.0       0.0        0.0       0.0       0.0        0.0  0.032589    1.665051   0.654449   0.294111   0.002992    1.225607
t107         0.0        0.0       0.0        0.0       0.0       0.0        0.0  0.047364    2.421245   0.951203   0.427405   0.004392    1.781332
t108         0.0        0.0       0.0        0.0       0.0       0.0        0.0  0.065698    3.360214   1.319436   0.592767   0.006152    2.470907
t109         0.0        0.0       0.0        0.0       0.0       0.0        0.0  0.087465    4.475855   1.756649   0.789062    0.00827     3.28965
t110         0.0        0.0       0.0        0.0       0.0       0.0        0.0  0.117279    6.004694   2.355527     1.0579   0.011196    4.411127
t111         0.0        0.0       0.0        0.0       0.0       0.0        0.0  0.245222   12.561911   4.925405   2.211713   0.023634    9.223597
t112         0.0        0.0       0.0        0.0       0.0       0.0        0.0  0.417155   21.380498   8.379028   3.761933   0.040586   15.690944
t113         0.0        0.0       0.0        0.0       0.0       0.0        0.0  0.628038   32.205517  12.615264   5.662969   0.061679   23.623752
t114         0.0        0.0       0.0        0.0       0.0       0.0        0.0  0.868108   44.539117  17.438067   7.826662   0.086052   32.654882
t115         0.0        0.0       0.0        0.0       0.0       0.0        0.0  1.124812   57.739257  22.595344  10.139757   0.112533   42.312247
t116         0.0        0.0       0.0        0.0       0.0       0.0        0.0  1.385094   71.136669  27.824831  12.484507   0.139853   52.104732
t117         0.0        0.0       0.0        0.0       0.0       0.0        0.0  1.637356   84.135709  32.893547  14.756375   0.166842   61.596066
t118         0.0        0.0       0.0        0.0       0.0       0.0        0.0  1.872696   96.278065   37.62262  16.875161   0.192568   70.451308
t119         0.0        0.0       0.0        0.0       0.0       0.0        0.0  2.085336  107.265309  41.895965  18.788875   0.216388   78.453102
t120         0.0        0.0       0.0        0.0       0.0       0.0        0.0  2.272425  116.948912  45.656237    20.4719   0.237943   85.494089
t121         0.0        0.0       0.0        0.0       0.0       0.0        0.0  2.433466  125.301333  48.893416   21.91985   0.257114   91.555523
t122         0.0        0.0       0.0        0.0       0.0       0.0        0.0  2.569629   132.38075  51.630932   23.14334   0.273955   96.681301
t123         0.0        0.0       0.0        0.0       0.0       0.0        0.0  2.683101  138.297975  53.912694  24.162155   0.288632   100.95366
t124         0.0        0.0       0.0        0.0       0.0       0.0        0.0  2.776569  143.189827  55.792663  25.000572   0.301376  104.473659
t125         0.0        0.0       0.0        0.0       0.0       0.0        0.0  2.852851  147.200057  57.327397   25.68402   0.312439  107.347218
t126         0.0        0.0       0.0        0.0       0.0       0.0        0.0  2.914653  150.467078  58.571272   26.23693   0.322071   109.67617
t127         0.0        0.0       0.0        0.0       0.0       0.0        0.0   2.96444  153.117055  59.573797   26.68154   0.330508  111.553226
t128         0.0        0.0       0.0        0.0       0.0       0.0        0.0  3.004376  155.260762  60.378401   27.03735   0.337957  113.059716
t129         0.0        0.0       0.0        0.0       0.0       0.0        0.0  3.036306  156.992901  61.022182  27.321017   0.344599  114.265116
t130         0.0        0.0       0.0        0.0       0.0       0.0        0.0  3.061778  158.392855   61.53622  27.546487   0.350589  115.227624
t131         0.0        0.0       0.0        0.0       0.0       0.0        0.0  3.082069    159.5262  61.946171  27.725274   0.356055  115.995287
t132         0.0        0.0       0.0        0.0       0.0       0.0        0.0  3.098222  160.446499   62.27298  27.866775   0.361104   116.60733
t133         0.0        0.0       0.0        0.0       0.0       0.0        0.0  3.111081  161.197131  62.533602  27.978595   0.365821  117.095504
t134         0.0        0.0       0.0        0.0       0.0       0.0        0.0  3.121324  161.812994  62.741672  28.066849   0.370278  117.485341
t135         0.0        0.0       0.0        0.0       0.0       0.0   0.000001  3.129494   162.32202  62.908096  28.136427   0.374531   117.79727
t136         0.0        0.0       0.0        0.0       0.0       0.0   0.000001  3.136024  162.746474  63.041567  28.191228   0.378627  118.047568
t137         0.0        0.0       0.0        0.0       0.0       0.0   0.000001  3.141257  163.104048  63.148988  28.234347   0.382601  118.249167
t138         0.0   0.000001       0.0        0.0       0.0       0.0   0.000001  3.145466  163.408766  63.235832  28.268236   0.386484  118.412315
t139         0.0   0.000001       0.0        0.0       0.0       0.0   0.000001  3.148866  163.671719  63.306425  28.294834   0.390299  118.545118
t140         0.0   0.000001       0.0        0.0       0.0       0.0   0.000001  3.151628  163.901668  63.364184  28.315675   0.394063  118.653977
t141         0.0   0.000001       0.0        0.0       0.0       0.0   0.000001  3.153884  164.105522  63.411806  28.331966   0.397793  118.743942
t142         0.0   0.000001       0.0        0.0       0.0       0.0   0.000001  3.155741  164.288724  63.451413  28.344658   0.401499  118.818993
t143         0.0   0.000001       0.0        0.0       0.0       0.0   0.000001  3.157283  164.455558  63.484677  28.354502   0.405192  118.882265
t144         0.0   0.000001       0.0        0.0       0.0       0.0   0.000001  3.158574  164.609392  63.512916  28.362088   0.408877  118.936224
t145         0.0   0.000001       0.0        0.0       0.0       0.0   0.000001  3.159666  164.752873  63.537163   28.36788   0.412562  118.982812
t146         0.0   0.000001       0.0        0.0       0.0       0.0   0.000001    3.1606  164.888079  63.558232  28.372243    0.41625  119.023555
t147         0.0   0.000001       0.0        0.0       0.0       0.0   0.000001  3.161407  165.016639  63.576763  28.375464   0.419945  119.059654
t148         0.0   0.000001       0.0        0.0       0.0       0.0   0.000002  3.162113  165.139831  63.593259  28.377769    0.42365  119.092053
t149         0.0   0.000001       0.0        0.0       0.0       0.0   0.000002  3.162737  165.258656  63.608114  28.379335   0.427367  119.121496
t150         0.0   0.000002       0.0        0.0       0.0       0.0   0.000002  3.163294  165.373893  63.621638  28.380303   0.431098  119.148564
t151         0.0   0.000002       0.0        0.0       0.0       0.0   0.000002  3.163797  165.486155  63.634074  28.380782   0.434844  119.173719
t152         0.0   0.000002       0.0        0.0       0.0       0.0   0.000002  3.164256  165.595916  63.645615  28.380859   0.438606   119.19732
t153         0.0   0.000002       0.0        0.0       0.0       0.0   0.000002  3.164677  165.703546  63.656409  28.380602   0.442385  119.219653
t154         0.0   0.000002       0.0   0.000001       0.0       0.0   0.000003  3.165066  165.809331  63.666575  28.380064   0.446181   119.24094
t155         0.0   0.000002       0.0   0.000001       0.0       0.0   0.000003  3.165429  165.913492  63.676205  28.379288   0.449995  119.261359
t156         0.0   0.000002       0.0   0.000001       0.0       0.0   0.000003  3.165768    166.0162  63.685372  28.378307   0.453827  119.281048
t157         0.0   0.000003       0.0   0.000001       0.0       0.0   0.000003  3.166087  166.117583  63.694132  28.377147   0.457677  119.300116
t158         0.0   0.000003  0.000001   0.000001       0.0       0.0   0.000003  3.166387   166.21774   63.70253   28.37583   0.461546  119.318651
t159         0.0   0.000003  0.000001   0.000001       0.0       0.0   0.000004  3.166672  166.316744  63.710602  28.374372   0.465433  119.336721
t160    0.000001   0.000003  0.000001   0.000001       0.0       0.0   0.000004  3.166941  166.414647  63.718373  28.372786   0.469338  119.354379
t161    0.000001   0.000004  0.000001   0.000001       0.0       0.0   0.000004  3.167196   166.51149  63.725865  28.371083   0.473261  119.371668
t162    0.000001   0.000004  0.000001   0.000001       0.0       0.0   0.000005  3.167438  166.607299  63.733096  28.369271   0.477203  119.388623
t163    0.000001   0.000004  0.000001   0.000001       0.0       0.0   0.000005  3.167667   166.70209  63.740078  28.367356   0.481163  119.405269
t164    0.000001   0.000005  0.000001   0.000001       0.0       0.0   0.000005  3.167885  166.795874   63.74682  28.365343   0.485141  119.421629
t165    0.000001   0.000005  0.000001   0.000001       0.0       0.0   0.000006   3.16809  166.888655   63.75333  28.363238   0.489137  119.437718
t166    0.000001   0.000005  0.000001   0.000001       0.0       0.0   0.000006  3.168285  166.980433  63.759614  28.361044    0.49315   119.45355
t167    0.000001   0.000006  0.000001   0.000001       0.0       0.0   0.000007  3.168468  167.071206  63.765676  28.358762   0.497181  119.469135
t168    0.000001   0.000006  0.000001   0.000002       0.0       0.0   0.000007   3.16864  167.160966  63.771519  28.356396    0.50123  119.484482
t169    0.000001   0.000007  0.000001   0.000002       0.0       0.0   0.000008  3.168801  167.249706  63.777145  28.353946   0.505296  119.499595
t170    0.000001   0.000007  0.000001   0.000002       0.0       0.0   0.000008  3.168952  167.337417  63.782556  28.351415   0.509379   119.51448
t171    0.000001   0.000008  0.000001   0.000002       0.0       0.0   0.000009  3.169092  167.424088  63.787751  28.348803   0.513479   119.52914
t172    0.000001   0.000008  0.000001   0.000002       0.0       0.0   0.000009  3.169221  167.509708  63.792732  28.346111   0.517596  119.543577
t173    0.000001   0.000009  0.000002   0.000002       0.0       0.0    0.00001  3.169339  167.594266  63.797499   28.34334   0.521729  119.557792
t174    0.000001   0.000009  0.000002   0.000002       0.0       0.0   0.000011  3.169447  167.677748   63.80205   28.34049   0.525879  119.571786
t175    0.000002    0.00001  0.000002   0.000003  0.000001       0.0   0.000011  3.169543  167.760144  63.806385  28.337561   0.530045   119.58556
t176    0.000002   0.000011  0.000002   0.000003  0.000001       0.0   0.000012  3.169629   167.84144  63.810502  28.334554   0.534227  119.599111
t177    0.000002   0.000011  0.000002   0.000003  0.000001       0.0   0.000013  3.169704  167.921626  63.814402  28.331468   0.538425   119.61244
t178    0.000002   0.000012  0.000002   0.000003  0.000001       0.0   0.000014  3.169768  168.000689  63.818082  28.328304   0.542639  119.625545
t179    0.000002   0.000013  0.000002   0.000003  0.000001       0.0   0.000015  3.169821  168.078617  63.821542   28.32506   0.546868  119.638424
t180    0.000002   0.000014  0.000002   0.000004  0.000001       0.0   0.000016  3.169863    168.1554  63.824779  28.321738   0.551112  119.651076
t181    0.000002   0.000015  0.000003   0.000004  0.000001       0.0   0.000017  3.169894  168.231028  63.827792  28.318337   0.555371  119.663497
t182    0.000003   0.000016  0.000003   0.000004  0.000001       0.0   0.000018  3.169914  168.305489   63.83058  28.314856   0.559645  119.675687
t183    0.000003   0.000017  0.000003   0.000005  0.000001       0.0   0.000019  3.169923  168.378774  63.833142  28.311295   0.563934  119.687642
t184    0.000003   0.000018  0.000003   0.000005  0.000001       0.0   0.000021   3.16992  168.450875  63.835476  28.307654   0.568238   119.69936
t185    0.000003   0.000019  0.000003   0.000005  0.000001       0.0   0.000022  3.169906  168.521783   63.83758  28.303933   0.572555  119.710839
t186    0.000003   0.000021  0.000004   0.000006  0.000001       0.0   0.000024   3.16988  168.591491  63.839453  28.300131   0.576887  119.722076
t187    0.000004   0.000022  0.000004   0.000006  0.000001       0.0   0.000025  3.169843  168.659991  63.841095  28.296248   0.581233  119.733069
t188    0.000004   0.000024  0.000004   0.000006  0.000001       0.0   0.000027  3.169795  168.727278  63.842504  28.292283   0.585592  119.743815
t189    0.000004   0.000025  0.000004   0.000007  0.000001       0.0   0.000028  3.169735  168.793346  63.843679  28.288237   0.589965  119.754313
t190    0.000004   0.000027  0.000004   0.000007  0.000001       0.0    0.00003  3.169663  168.858191  63.844619   28.28411   0.594351  119.764559
t191    0.000005   0.000028  0.000005   0.000008  0.000001       0.0   0.000032  3.169579  168.921808  63.845324    28.2799   0.598751  119.774554
t192    0.000005    0.00003  0.000005   0.000008  0.000001       0.0   0.000034  3.169485  168.984196  63.845794  28.275609   0.603163  119.784294
t193    0.000005   0.000032  0.000005   0.000009  0.000002       0.0   0.000036  3.169378  169.045353  63.846027  28.271235   0.607588   119.79378
t194    0.000006   0.000034  0.000006   0.000009  0.000002       0.0   0.000038   3.16926  169.105277  63.846025  28.266779   0.612026  119.803009
t195    0.000006   0.000036  0.000006    0.00001  0.000002       0.0   0.000041   3.16913  169.163969  63.845787  28.262242   0.616477  119.811982
t196    0.000006   0.000039  0.000006    0.00001  0.000002       0.0   0.000043  3.168989   169.22143  63.845313  28.257623   0.620939  119.820698
t197    0.000007   0.000041  0.000007   0.000011  0.000002       0.0   0.000046  3.168836  169.277661  63.844606  28.252923   0.625414  119.829157
t198    0.000007   0.000044  0.000007   0.000012  0.000002       0.0   0.000049  3.168671  169.332666  63.843664  28.248141     0.6299  119.837361
t199    0.000007   0.000046  0.000008   0.000013  0.000002       0.0   0.000052  3.168496  169.386448   63.84249   28.24328   0.634399  119.845309
t200    0.000008   0.000049  0.000008   0.000013  0.000002       0.0   0.000055  3.168308  169.439013  63.841085  28.238338   0.638909  119.853004
t201    0.000008   0.000052  0.000009   0.000014  0.000002       0.0   0.000058   3.16811  169.490366  63.839451  28.233318    0.64343  119.860447
t202    0.000009   0.000055  0.000009   0.000015  0.000003       0.0   0.000061  3.167901  169.540515   63.83759  28.228219   0.647963  119.867641
t203    0.000009   0.000059   0.00001   0.000016  0.000003       0.0   0.000065   3.16768  169.589466  63.835504  28.223042   0.652507  119.874588
t204     0.00001   0.000062   0.00001   0.000017  0.000003       0.0   0.000069  3.167449   169.63723  63.833196   28.21779   0.657062  119.881293
t205    0.000011   0.000066  0.000011   0.000018  0.000003       0.0   0.000072  3.167207  169.683816  63.830668  28.212462   0.661627  119.887758
t206    0.000011    0.00007  0.000011   0.000019  0.000003       0.0   0.000077  3.166954  169.729233  63.827924  28.207061   0.666204  119.893988
t207    0.000012   0.000074  0.000012    0.00002  0.000003       0.0   0.000081  3.166691  169.773495  63.824968  28.201587   0.670791  119.899988
t208    0.000013   0.000078  0.000013   0.000021  0.000003       0.0   0.000086  3.166418  169.816613  63.821802  28.196042   0.675388  119.905763
t209    0.000013   0.000082  0.000013   0.000023  0.000004       0.0    0.00009  3.166134  169.858601  63.818431  28.190427   0.679996  119.911319
t210    0.000014   0.000087  0.000014   0.000024  0.000004       0.0   0.000095  3.165841  169.899473  63.814859  28.184745   0.684614  119.916661
t211    0.000015   0.000092  0.000015   0.000025  0.000004       0.0   0.000101  3.165539  169.939243  63.811091  28.178996   0.689242  119.921796
t212    0.000016   0.000097  0.000016   0.000027  0.000004       0.0   0.000106  3.165227  169.977928   63.80713  28.173184   0.693881  119.926732
t213    0.000017   0.000103  0.000016   0.000028  0.000004       0.0   0.000112  3.164906  170.015542  63.802983  28.167309   0.698529  119.931475
t214    0.000018   0.000108  0.000017    0.00003  0.000005       0.0   0.000118  3.164576  170.052104  63.798653  28.161374   0.703186  119.936033
t215    0.000019   0.000115  0.000018   0.000032  0.000005       0.0   0.000125  3.164238  170.087631  63.794146  28.155381   0.707854  119.940414
t216     0.00002   0.000121  0.000019   0.000033  0.000005       0.0   0.000131  3.163891  170.122141  63.789468  28.149333   0.712531  119.944626
t217    0.000021   0.000128   0.00002   0.000035  0.000005       0.0   0.000139  3.163537  170.155651  63.784624   28.14323   0.717218  119.948678
t218    0.000022   0.000134  0.000021   0.000037  0.000006       0.0   0.000146  3.163175  170.188182   63.77962  28.137076   0.721913  119.952579
t219    0.000023   0.000142  0.000022   0.000039  0.000006       0.0   0.000154  3.162805  170.219753  63.774461  28.130873   0.726619  119.956337
t220    0.000024   0.000149  0.000024   0.000042  0.000006       0.0   0.000162  3.162428  170.250383  63.769154  28.124624   0.731333  119.959962
t221    0.000026   0.000158  0.000025   0.000044  0.000007       0.0    0.00017  3.162044  170.280092  63.763704   28.11833   0.736057  119.963463
t222    0.000027   0.000166  0.000026   0.000046  0.000007       0.0   0.000179  3.161654    170.3089  63.758117  28.111995    0.74079  119.966849
t223    0.000028   0.000175  0.000027   0.000049  0.000007       0.0   0.000188  3.161258  170.336829  63.752401   28.10562   0.745532  119.970131
t224     0.00003   0.000184  0.000029   0.000051  0.000008       0.0   0.000198  3.160855  170.363897   63.74656  28.099208   0.750282  119.973318
t225    0.000031   0.000194   0.00003   0.000054  0.000008       0.0   0.000208  3.160448  170.390127    63.7406  28.092762   0.755042  119.976419
t226    0.000033   0.000204  0.000032   0.000057  0.000008       0.0   0.000219  3.160035  170.415539  63.734529  28.086284   0.759811  119.979445
t227    0.000035   0.000214  0.000033    0.00006  0.000009       0.0    0.00023  3.159616  170.440154  63.728352  28.079776   0.764588  119.982404
